Magnetic Anomaly (2018)
---------------------------------
Column1: Longitude (degree)
Column2: Latitude (degree)
Column3: Magnetic Anomaly (nT)
---------------------------------
Longit. Latit.  MagAno
128.950 35.375    78.1
128.975 35.375   381.7
129.000 35.375   200.9
129.025 35.375  -221.8
129.050 35.375  -183.0
129.075 35.375    68.7
129.100 35.375   -54.1
129.125 35.375   -22.0
129.150 35.375  -158.5
129.175 35.375  -134.3
129.200 35.375  -155.4
129.225 35.375  -178.4
129.250 35.375  -143.3
129.275 35.375   -97.8
129.300 35.375    63.9
129.325 35.375    56.4
129.350 35.375   -22.9
129.375 35.375   -27.7
129.400 35.375  -143.1
129.425 35.375  -100.2
129.450 35.375  -128.0
129.475 35.375  -161.5
129.500 35.375  -155.5
126.250 35.400  -163.4
126.275 35.400  -203.3
126.300 35.400  -233.5
126.325 35.400  -254.8
126.350 35.400  -263.9
126.375 35.400  -202.3
126.400 35.400  -126.0
126.425 35.400   193.3
126.450 35.400   -40.2
126.475 35.400  -167.9
126.500 35.400  -217.8
126.525 35.400  -152.5
126.550 35.400  -104.0
126.575 35.400   -97.8
126.600 35.400  -108.0
126.625 35.400   -95.8
126.650 35.400   -47.0
126.675 35.400   -53.2
126.700 35.400  -140.6
126.725 35.400   -58.8
126.750 35.400   -39.4
126.775 35.400    -5.6
126.800 35.400    45.3
126.825 35.400   117.8
126.850 35.400    61.6
126.875 35.400    98.7
126.900 35.400   193.8
126.925 35.400   435.0
126.950 35.400   501.1
126.975 35.400   422.2
127.000 35.400   266.3
127.025 35.400   280.5
127.050 35.400    82.8
127.075 35.400   -17.6
127.100 35.400   -57.9
127.125 35.400   -46.8
127.150 35.400     5.5
127.175 35.400    18.0
127.200 35.400    14.2
127.225 35.400     8.4
127.250 35.400    26.0
127.275 35.400    -1.0
127.300 35.400   -44.8
127.325 35.400   -40.1
127.350 35.400   -29.6
127.375 35.400   -39.0
127.400 35.400   -48.5
127.425 35.400   -80.1
127.450 35.400  -104.1
127.475 35.400  -103.9
127.500 35.400   -36.0
127.525 35.400   -44.2
127.550 35.400   -89.2
127.575 35.400  -100.5
127.600 35.400  -173.2
127.625 35.400    42.2
127.650 35.400   300.4
127.675 35.400   166.6
127.700 35.400    65.6
127.725 35.400  -116.3
127.750 35.400  -139.1
127.775 35.400  -176.5
127.800 35.400  -173.8
127.825 35.400  -208.6
127.850 35.400  -180.6
127.875 35.400  -113.3
127.900 35.400    83.4
127.925 35.400   251.4
127.950 35.400   486.9
127.975 35.400    67.9
128.000 35.400   -45.1
128.025 35.400   -46.1
128.050 35.400   -26.4
128.075 35.400   -50.4
128.100 35.400   -50.7
128.125 35.400    -8.4
128.150 35.400    35.9
128.175 35.400    44.6
128.200 35.400   -17.5
128.225 35.400  -123.6
128.250 35.400   -88.5
128.275 35.400   -18.4
128.300 35.400   -43.2
128.325 35.400   -74.6
128.350 35.400   -97.2
128.375 35.400  -106.4
128.400 35.400  -133.7
128.425 35.400  -146.7
128.450 35.400  -159.9
128.475 35.400  -183.2
128.500 35.400  -184.8
128.525 35.400  -192.8
128.550 35.400  -186.7
128.575 35.400  -215.2
128.600 35.400  -259.6
128.625 35.400  -274.6
128.650 35.400  -240.4
128.675 35.400  -163.6
128.700 35.400   -35.9
128.725 35.400   137.5
128.750 35.400     4.7
128.775 35.400   -55.9
128.800 35.400     1.7
128.825 35.400  -106.2
128.850 35.400  -132.9
128.875 35.400  -120.1
128.900 35.400   -81.6
128.925 35.400  -120.2
128.950 35.400    25.2
128.975 35.400  -100.6
129.000 35.400    22.1
129.025 35.400  -178.8
129.050 35.400  -175.7
129.075 35.400   -42.9
129.100 35.400   -55.4
129.125 35.400   263.1
129.150 35.400   -67.2
129.175 35.400   -75.4
129.200 35.400  -111.2
129.225 35.400  -124.2
129.250 35.400  -274.5
129.275 35.400  -255.3
129.300 35.400  -179.9
129.325 35.400   -97.8
129.350 35.400   205.0
129.375 35.400  -165.6
129.400 35.400   -61.9
129.425 35.400   -32.1
129.450 35.400  -144.3
129.475 35.400  -162.4
129.500 35.400  -180.6
126.250 35.425  -156.4
126.275 35.425  -173.8
126.300 35.425  -184.9
126.325 35.425  -203.0
126.350 35.425  -229.2
126.375 35.425  -267.5
126.400 35.425  -106.5
126.425 35.425  -181.1
126.450 35.425  -114.2
126.475 35.425  -117.5
126.500 35.425  -124.5
126.525 35.425  -101.9
126.550 35.425   -80.8
126.575 35.425   -12.4
126.600 35.425    25.0
126.625 35.425    76.9
126.650 35.425   132.8
126.675 35.425   -29.4
126.700 35.425   -99.9
126.725 35.425    36.2
126.750 35.425    76.6
126.775 35.425   100.4
126.800 35.425   108.5
126.825 35.425   151.9
126.850 35.425    79.2
126.875 35.425    72.3
126.900 35.425   246.2
126.925 35.425   -34.7
126.950 35.425    72.4
126.975 35.425   152.2
127.000 35.425   693.3
127.025 35.425   598.8
127.050 35.425   135.4
127.075 35.425   -48.5
127.100 35.425   -38.3
127.125 35.425     1.7
127.150 35.425    -3.2
127.175 35.425    22.0
127.200 35.425    78.7
127.225 35.425   142.0
127.250 35.425   138.2
127.275 35.425    19.0
127.300 35.425   -29.1
127.325 35.425   -32.3
127.350 35.425    81.3
127.375 35.425    -5.5
127.400 35.425   -64.1
127.425 35.425   -74.6
127.450 35.425   -92.8
127.475 35.425  -105.1
127.500 35.425  -130.1
127.525 35.425   -20.7
127.550 35.425   -27.1
127.575 35.425   -46.5
127.600 35.425   -81.6
127.625 35.425  -183.4
127.650 35.425  -148.9
127.675 35.425   -60.1
127.700 35.425    94.7
127.725 35.425   -28.1
127.750 35.425  -168.3
127.775 35.425  -190.4
127.800 35.425  -177.4
127.825 35.425  -191.1
127.850 35.425  -223.7
127.875 35.425  -177.8
127.900 35.425    81.0
127.925 35.425   713.3
127.950 35.425   364.3
127.975 35.425   170.4
128.000 35.425    49.7
128.025 35.425     1.6
128.050 35.425    35.6
128.075 35.425    11.5
128.100 35.425   -36.1
128.125 35.425   -11.9
128.150 35.425    34.0
128.175 35.425    72.1
128.200 35.425   106.1
128.225 35.425   117.2
128.250 35.425   188.9
128.275 35.425    18.2
128.300 35.425   -31.0
128.325 35.425   -87.4
128.350 35.425  -108.7
128.375 35.425  -117.6
128.400 35.425  -137.9
128.425 35.425  -138.6
128.450 35.425  -150.7
128.475 35.425  -163.6
128.500 35.425  -180.2
128.525 35.425  -149.8
128.550 35.425   -99.0
128.575 35.425   -54.5
128.600 35.425  -191.6
128.625 35.425  -194.0
128.650 35.425  -180.9
128.675 35.425   -63.5
128.700 35.425   159.1
128.725 35.425   230.0
128.750 35.425    98.9
128.775 35.425    63.5
128.800 35.425   167.2
128.825 35.425   219.0
128.850 35.425    95.8
128.875 35.425   438.1
128.900 35.425    70.8
128.925 35.425   -16.6
128.950 35.425  -165.3
128.975 35.425  -123.2
129.000 35.425  -129.2
129.025 35.425  -110.8
129.050 35.425  -144.1
129.075 35.425    54.9
129.100 35.425     0.9
129.125 35.425  -294.0
129.150 35.425  -138.8
129.175 35.425  -147.9
129.200 35.425  -218.1
129.225 35.425  -316.5
129.250 35.425  -370.6
129.275 35.425  -245.1
129.300 35.425  -329.0
129.325 35.425  -186.9
129.350 35.425  -225.2
129.375 35.425  -138.8
129.400 35.425   -54.7
129.425 35.425   -65.4
129.450 35.425  -168.2
129.475 35.425  -156.6
129.500 35.425  -166.8
126.250 35.450   -76.0
126.275 35.450  -140.5
126.300 35.450  -148.3
126.325 35.450  -172.0
126.350 35.450  -192.0
126.375 35.450  -230.2
126.400 35.450  -217.1
126.425 35.450   -74.1
126.450 35.450   -58.6
126.475 35.450  -105.2
126.500 35.450  -110.3
126.525 35.450   -51.4
126.550 35.450    34.3
126.575 35.450   156.1
126.600 35.450   227.6
126.625 35.450   306.5
126.650 35.450   250.2
126.675 35.450    59.7
126.700 35.450   -93.4
126.725 35.450   -57.9
126.750 35.450   292.7
126.775 35.450   331.6
126.800 35.450    74.2
126.825 35.450  1001.5
126.850 35.450    87.8
126.875 35.450   -20.7
126.900 35.450    88.6
126.925 35.450   -79.3
126.950 35.450  -181.8
126.975 35.450  -152.2
127.000 35.450    59.0
127.025 35.450  -141.2
127.050 35.450   -85.4
127.075 35.450   104.8
127.100 35.450   226.2
127.125 35.450   152.4
127.150 35.450    85.3
127.175 35.450    46.0
127.200 35.450  -119.7
127.225 35.450   362.0
127.250 35.450   210.7
127.275 35.450   -18.2
127.300 35.450   -14.6
127.325 35.450   -25.3
127.350 35.450   -44.3
127.375 35.450   -49.3
127.400 35.450   -39.5
127.425 35.450  -113.6
127.450 35.450  -110.8
127.475 35.450  -108.0
127.500 35.450   -42.0
127.525 35.450   -36.2
127.550 35.450   -44.8
127.575 35.450   -40.7
127.600 35.450   -62.2
127.625 35.450   -58.3
127.650 35.450   -80.5
127.675 35.450  -150.7
127.700 35.450  -211.5
127.725 35.450  -114.1
127.750 35.450   -72.0
127.775 35.450  -109.9
127.800 35.450  -158.1
127.825 35.450  -212.1
127.850 35.450  -231.4
127.875 35.450  -280.8
127.900 35.450   169.9
127.925 35.450    17.5
127.950 35.450   241.5
127.975 35.450   655.4
128.000 35.450   331.5
128.025 35.450    78.0
128.050 35.450    87.0
128.075 35.450   158.1
128.100 35.450    53.5
128.125 35.450   -16.5
128.150 35.450    -2.2
128.175 35.450    37.0
128.200 35.450    92.4
128.225 35.450   149.2
128.250 35.450   798.9
128.275 35.450    19.1
128.300 35.450   -66.5
128.325 35.450   -99.5
128.350 35.450  -115.9
128.375 35.450  -130.0
128.400 35.450  -145.5
128.425 35.450  -159.1
128.450 35.450  -147.0
128.475 35.450  -145.3
128.500 35.450  -133.2
128.525 35.450   -89.5
128.550 35.450    16.4
128.575 35.450   -25.7
128.600 35.450   -74.4
128.625 35.450  -116.7
128.650 35.450   -61.0
128.675 35.450    48.4
128.700 35.450    80.2
128.725 35.450   173.3
128.750 35.450    -3.0
128.775 35.450    29.2
128.800 35.450   334.1
128.825 35.450   371.4
128.850 35.450   885.4
128.875 35.450   797.0
128.900 35.450   422.2
128.925 35.450   -67.6
128.950 35.450   -32.2
128.975 35.450   -87.7
129.000 35.450    35.5
129.025 35.450   -41.1
129.050 35.450   -51.2
129.075 35.450  -215.8
129.100 35.450  -100.1
129.125 35.450   -84.5
129.150 35.450  -163.8
129.175 35.450  -167.9
129.200 35.450  -287.5
129.225 35.450  -308.4
129.250 35.450  -357.1
129.275 35.450  -328.3
129.300 35.450   342.3
129.325 35.450    76.9
129.350 35.450  -267.6
129.375 35.450  -113.5
129.400 35.450    28.4
129.425 35.450   -62.7
129.450 35.450  -119.2
129.475 35.450  -139.4
129.500 35.450  -144.0
126.250 35.475   -36.7
126.275 35.475  -107.5
126.300 35.475  -125.7
126.325 35.475  -133.9
126.350 35.475  -142.4
126.375 35.475  -139.7
126.400 35.475  -139.9
126.425 35.475  -135.5
126.450 35.475  -192.8
126.475 35.475  -168.9
126.500 35.475   -81.3
126.525 35.475   -58.4
126.550 35.475   579.3
126.575 35.475   218.7
126.600 35.475   149.2
126.625 35.475    72.9
126.650 35.475   -38.6
126.675 35.475   101.1
126.700 35.475   118.3
126.725 35.475    15.6
126.750 35.475  -193.4
126.775 35.475   -36.1
126.800 35.475  -112.5
126.825 35.475   160.0
126.850 35.475   201.7
126.875 35.475   106.7
126.900 35.475   379.5
126.925 35.475    90.5
126.950 35.475  -102.1
126.975 35.475  -249.8
127.000 35.475  -230.1
127.025 35.475    -0.9
127.050 35.475  -332.4
127.075 35.475   -43.3
127.100 35.475  -126.4
127.125 35.475   120.8
127.150 35.475   119.1
127.175 35.475    58.4
127.200 35.475   -13.9
127.225 35.475   -97.0
127.250 35.475  -110.1
127.275 35.475   -76.0
127.300 35.475    48.3
127.325 35.475    39.7
127.350 35.475    -7.6
127.375 35.475  -131.9
127.400 35.475   -50.6
127.425 35.475   -47.2
127.450 35.475   -54.2
127.475 35.475   -70.3
127.500 35.475   -43.3
127.525 35.475   -27.5
127.550 35.475   -54.5
127.575 35.475   -11.2
127.600 35.475    30.8
127.625 35.475   -14.5
127.650 35.475   -63.3
127.675 35.475  -111.3
127.700 35.475  -118.7
127.725 35.475  -181.4
127.750 35.475  -251.4
127.775 35.475  -105.3
127.800 35.475    12.3
127.825 35.475  -196.3
127.850 35.475  -243.9
127.875 35.475    25.1
127.900 35.475  -193.6
127.925 35.475  -431.0
127.950 35.475   266.8
127.975 35.475   871.9
128.000 35.475   389.2
128.025 35.475   268.6
128.050 35.475   553.0
128.075 35.475   489.9
128.100 35.475   184.6
128.125 35.475   -35.4
128.150 35.475   -67.8
128.175 35.475   -57.9
128.200 35.475   -35.7
128.225 35.475   -10.8
128.250 35.475     3.0
128.275 35.475   -67.8
128.300 35.475   -90.4
128.325 35.475  -107.3
128.350 35.475  -133.2
128.375 35.475  -139.6
128.400 35.475  -136.4
128.425 35.475  -156.9
128.450 35.475  -159.1
128.475 35.475  -113.8
128.500 35.475  -104.1
128.525 35.475    14.7
128.550 35.475    31.4
128.575 35.475    29.0
128.600 35.475   -66.4
128.625 35.475   -24.1
128.650 35.475   120.8
128.675 35.475   239.4
128.700 35.475    92.1
128.725 35.475   -63.3
128.750 35.475   -42.6
128.775 35.475   317.7
128.800 35.475   365.2
128.825 35.475   233.7
128.850 35.475  -189.8
128.875 35.475  -225.1
128.900 35.475  -103.0
128.925 35.475   -23.1
128.950 35.475   180.0
128.975 35.475  -179.1
129.000 35.475  -151.1
129.025 35.475    99.8
129.050 35.475   -21.1
129.075 35.475   -19.0
129.100 35.475   -90.5
129.125 35.475  -202.1
129.150 35.475  -364.7
129.175 35.475  -292.2
129.200 35.475  -223.0
129.225 35.475  -158.8
129.250 35.475  -233.0
129.275 35.475  -277.7
129.300 35.475  -332.0
129.325 35.475  -315.1
129.350 35.475  -246.8
129.375 35.475  -331.4
129.400 35.475  -227.3
129.425 35.475  -110.7
129.450 35.475    -7.2
129.475 35.475   -80.3
129.500 35.475   -92.2
126.250 35.500    13.6
126.275 35.500   -34.9
126.300 35.500   -87.4
126.325 35.500   -99.8
126.350 35.500  -101.1
126.375 35.500    20.2
126.400 35.500   -99.6
126.425 35.500  -141.4
126.450 35.500  -156.2
126.475 35.500  -176.7
126.500 35.500  -150.2
126.525 35.500   -13.0
126.550 35.500   173.4
126.575 35.500   146.0
126.600 35.500    18.8
126.625 35.500   207.8
126.650 35.500    -7.5
126.675 35.500    49.2
126.700 35.500   439.2
126.725 35.500   -29.2
126.750 35.500   -55.1
126.775 35.500  -163.1
126.800 35.500  -253.2
126.825 35.500  -246.9
126.850 35.500  -311.4
126.875 35.500  -382.1
126.900 35.500  -784.0
126.925 35.500  -347.9
126.950 35.500  -352.5
126.975 35.500  -269.0
127.000 35.500  -101.2
127.025 35.500   -56.6
127.050 35.500    64.0
127.075 35.500   -86.6
127.100 35.500   279.3
127.125 35.500  -219.6
127.150 35.500   -50.0
127.175 35.500   -47.8
127.200 35.500   -90.8
127.225 35.500  -110.7
127.250 35.500  -163.3
127.275 35.500  -101.9
127.300 35.500   -86.6
127.325 35.500   -72.4
127.350 35.500   -47.4
127.375 35.500   -59.5
127.400 35.500   -72.7
127.425 35.500   -29.2
127.450 35.500   -59.1
127.475 35.500   -33.9
127.500 35.500     6.7
127.525 35.500   -24.9
127.550 35.500   -18.1
127.575 35.500   -39.2
127.600 35.500   -11.6
127.625 35.500   110.8
127.650 35.500     7.4
127.675 35.500   -43.8
127.700 35.500   -43.5
127.725 35.500  -125.3
127.750 35.500  -174.9
127.775 35.500  -236.9
127.800 35.500  -173.6
127.825 35.500  -139.6
127.850 35.500  -212.7
127.875 35.500  -234.2
127.900 35.500  -253.4
127.925 35.500  -182.3
127.950 35.500  -322.6
127.975 35.500    32.1
128.000 35.500  1001.2
128.025 35.500   612.9
128.050 35.500   827.5
128.075 35.500   718.6
128.100 35.500   333.9
128.125 35.500   -67.7
128.150 35.500  -114.4
128.175 35.500  -114.6
128.200 35.500   -68.7
128.225 35.500   -34.3
128.250 35.500   -35.4
128.275 35.500  -106.6
128.300 35.500   -94.0
128.325 35.500   -45.1
128.350 35.500   -70.8
128.375 35.500   -57.4
128.400 35.500  -105.8
128.425 35.500  -106.5
128.450 35.500  -117.9
128.475 35.500   -94.9
128.500 35.500   -87.9
128.525 35.500    55.0
128.550 35.500    31.1
128.575 35.500    38.9
128.600 35.500    33.3
128.625 35.500    88.1
128.650 35.500   218.4
128.675 35.500   129.5
128.700 35.500    44.9
128.725 35.500   145.7
128.750 35.500   107.8
128.775 35.500   434.5
128.800 35.500  -210.3
128.825 35.500  -307.1
128.850 35.500   247.4
128.875 35.500   107.6
128.900 35.500    37.8
128.925 35.500   -33.2
128.950 35.500    16.1
128.975 35.500    98.5
129.000 35.500   -18.6
129.025 35.500   -68.6
129.050 35.500   242.5
129.075 35.500    -9.8
129.100 35.500   -68.1
129.125 35.500  -171.8
129.150 35.500  -292.5
129.175 35.500  -243.2
129.200 35.500  -212.9
129.225 35.500  -145.4
129.250 35.500  -230.5
129.275 35.500  -301.8
129.300 35.500  -402.2
129.325 35.500  -194.2
129.350 35.500  -184.0
129.375 35.500  -389.4
129.400 35.500  -174.5
129.425 35.500   -72.6
129.450 35.500   -98.0
129.475 35.500   -36.3
129.500 35.500   -30.4
126.250 35.525   138.7
126.275 35.525    31.1
126.300 35.525   -22.9
126.325 35.525   -51.3
126.350 35.525   -77.1
126.375 35.525   -58.2
126.400 35.525   -14.0
126.425 35.525    61.0
126.450 35.525   -34.4
126.475 35.525  -108.0
126.500 35.525  -221.1
126.525 35.525  -187.2
126.550 35.525  -245.1
126.575 35.525  -302.4
126.600 35.525   -21.5
126.625 35.525  -124.9
126.650 35.525  -125.9
126.675 35.525   -22.2
126.700 35.525    37.1
126.725 35.525   -22.6
126.750 35.525   -61.0
126.775 35.525  -119.8
126.800 35.525  -117.2
126.825 35.525  -200.1
126.850 35.525  -341.4
126.875 35.525  -360.0
126.900 35.525  -318.5
126.925 35.525  -306.1
126.950 35.525   -61.9
126.975 35.525  -159.5
127.000 35.525     5.4
127.025 35.525    -4.5
127.050 35.525   214.6
127.075 35.525   197.2
127.100 35.525   345.6
127.125 35.525   132.6
127.150 35.525   147.1
127.175 35.525  -107.6
127.200 35.525  -119.5
127.225 35.525  -112.0
127.250 35.525   -85.6
127.275 35.525   -95.7
127.300 35.525   -65.8
127.325 35.525   -58.0
127.350 35.525   -42.0
127.375 35.525   -32.4
127.400 35.525   -41.1
127.425 35.525   -33.9
127.450 35.525   -75.0
127.475 35.525   -81.8
127.500 35.525   -75.6
127.525 35.525   -10.2
127.550 35.525   265.0
127.575 35.525    25.5
127.600 35.525    -9.0
127.625 35.525    40.1
127.650 35.525   -79.2
127.675 35.525   -88.8
127.700 35.525   -81.7
127.725 35.525   -32.4
127.750 35.525   -70.0
127.775 35.525  -166.7
127.800 35.525  -236.0
127.825 35.525  -173.9
127.850 35.525  -191.8
127.875 35.525  -175.8
127.900 35.525  -194.5
127.925 35.525  -254.3
127.950 35.525  -123.6
127.975 35.525  -217.9
128.000 35.525  -269.0
128.025 35.525    87.9
128.050 35.525   417.3
128.075 35.525   268.3
128.100 35.525   -21.2
128.125 35.525  -176.0
128.150 35.525  -165.6
128.175 35.525  -101.2
128.200 35.525  -127.6
128.225 35.525  -105.8
128.250 35.525    47.1
128.275 35.525    39.7
128.300 35.525   -57.8
128.325 35.525   -78.1
128.350 35.525   -66.0
128.375 35.525   -72.3
128.400 35.525   -81.5
128.425 35.525   -84.6
128.450 35.525   -90.3
128.475 35.525   -73.6
128.500 35.525    42.4
128.525 35.525   125.7
128.550 35.525   190.9
128.575 35.525   105.8
128.600 35.525   155.3
128.625 35.525   158.5
128.650 35.525    23.4
128.675 35.525    -1.2
128.700 35.525   -46.2
128.725 35.525    33.0
128.750 35.525   168.2
128.775 35.525  -196.6
128.800 35.525  -132.9
128.825 35.525   -40.8
128.850 35.525   -74.5
128.875 35.525    83.0
128.900 35.525     0.1
128.925 35.525    56.2
128.950 35.525   108.3
128.975 35.525   207.5
129.000 35.525   173.1
129.025 35.525    25.4
129.050 35.525   -42.5
129.075 35.525    68.4
129.100 35.525   154.7
129.125 35.525   -28.6
129.150 35.525   -58.4
129.175 35.525   -52.1
129.200 35.525    -9.4
129.225 35.525   -12.1
129.250 35.525   -65.2
129.275 35.525  -126.8
129.300 35.525  -169.9
129.325 35.525  -214.9
129.350 35.525  -135.6
129.375 35.525  -183.1
129.400 35.525  -133.1
129.425 35.525   -91.6
129.450 35.525   -88.4
126.300 35.550    74.6
126.325 35.550    30.4
126.350 35.550     8.7
126.375 35.550    39.1
126.400 35.550    42.7
126.425 35.550    32.5
126.450 35.550     4.6
126.475 35.550   120.8
126.500 35.550    -0.5
126.525 35.550  -114.5
126.550 35.550  -106.5
126.575 35.550   -46.6
126.600 35.550  -111.1
126.625 35.550   -54.6
126.650 35.550   -84.3
126.675 35.550   -65.3
126.700 35.550    13.6
126.725 35.550    67.3
126.750 35.550    17.5
126.775 35.550   -20.3
126.800 35.550   -78.1
126.825 35.550  -135.6
126.850 35.550  -171.7
126.875 35.550  -210.0
126.900 35.550  -279.5
126.925 35.550  -276.4
126.950 35.550  -314.7
126.975 35.550  -174.4
127.000 35.550   -95.4
127.025 35.550  -170.8
127.050 35.550   306.8
127.075 35.550   -73.1
127.100 35.550   570.6
127.125 35.550    -8.5
127.150 35.550   -25.9
127.175 35.550   -70.5
127.200 35.550   -56.4
127.225 35.550   -63.7
127.250 35.550   -67.9
127.275 35.550   -83.0
127.300 35.550   -79.0
127.325 35.550   -61.8
127.350 35.550   -38.7
127.375 35.550   -18.6
127.400 35.550    -4.0
127.425 35.550   -21.6
127.450 35.550   -63.4
127.475 35.550   -76.8
127.500 35.550   -82.6
127.525 35.550   -57.1
127.550 35.550    44.9
127.575 35.550  -122.2
127.600 35.550  -122.9
127.625 35.550  -124.0
127.650 35.550   -58.1
